Estimator,$x$,$z$,$\phi$,$\dot{x}$,$\dot{z}$,$\dot{\phi}$,update time
dead reckoning,269.26130779705124,46.14324812157375,7.147691907508802,189.69299647456558,69.39773601273288,3.2352211524317855,1.3865881999999053e-05
extended kalman,12.028844174557122,20.274210594990446,0.5500836786674054,10.401696596171986,5.983859496985791,3.2346852569560407,8.915752466666786e-05
