Estimator,x,y,bearing,x velocity,y velocity,angular velocity,time
dead reckoning,269.2613078,46.14324812,3.3107286,6.32263605,189.69299647
69.39773601,3.23522115,0.04934604199999992
extended kalman,12.02884417,20.27421059,0.23877679,0.49555029,10.4016966,5.9838595
3.23468526,0.37336174999999994
